第 0 点 - 坐标: [279.7423, 0.0000], 绝对半径: 279.7423, 绝对角度: 0.0000, 绝对半径差值: 0.0000, 增量半径差值: 0.0000, 增量角度差值: 0.0000
第 2504 点 - 坐标: [-94.1327, 263.5402], 绝对半径: 279.8471, 绝对角度: 250.3440, 绝对半径差值: 0.1048, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2505 点 - 坐标: [-93.6723, 263.7041], 绝对半径: 279.8470, 绝对角度: 250.4441, 绝对半径差值: 0.1047, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2506 点 - 坐标: [-93.2116, 263.8672], 绝对半径: 279.8469, 绝对角度: 250.5441, 绝对半径差值: 0.1046, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2507 点 - 坐标: [-92.7506, 264.0295], 绝对半径: 279.8468, 绝对角度: 250.6442, 绝对半径差值: 0.1045, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2508 点 - 坐标: [-92.2894, 264.1910], 绝对半径: 279.8467, 绝对角度: 250.7443, 绝对半径差值: 0.1044, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2509 点 - 坐标: [-91.8278, 264.3516], 绝对半径: 279.8466, 绝对角度: 250.8443, 绝对半径差值: 0.1044, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2510 点 - 坐标: [-91.3660, 264.5115], 绝对半径: 279.8465, 绝对角度: 250.9444, 绝对半径差值: 0.1043, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2511 点 - 坐标: [-90.9039, 264.6706], 绝对半径: 279.8464, 绝对角度: 251.0444, 绝对半径差值: 0.1042, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2512 点 - 坐标: [-90.4415, 264.8288], 绝对半径: 279.8464, 绝对角度: 251.1445, 绝对半径差值: 0.1041, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2513 点 - 坐标: [-89.9789, 264.9863], 绝对半径: 279.8463, 绝对角度: 251.2445, 绝对半径差值: 0.1040, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2514 点 - 坐标: [-89.5160, 265.1429], 绝对半径: 279.8462, 绝对角度: 251.3446, 绝对半径差值: 0.1039, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2515 点 - 坐标: [-89.0528, 265.2987], 绝对半径: 279.8461, 绝对角度: 251.4447, 绝对半径差值: 0.1038, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2516 点 - 坐标: [-88.5893, 265.4538], 绝对半径: 279.8460, 绝对角度: 251.5447, 绝对半径差值: 0.1037, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2517 点 - 坐标: [-88.1256, 265.6080], 绝对半径: 279.8459, 绝对角度: 251.6448, 绝对半径差值: 0.1036, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2518 点 - 坐标: [-87.6616, 265.7614], 绝对半径: 279.8458, 绝对角度: 251.7448, 绝对半径差值: 0.1035, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2519 点 - 坐标: [-87.1973, 265.9140], 绝对半径: 279.8457, 绝对角度: 251.8449, 绝对半径差值: 0.1034, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2520 点 - 坐标: [-86.7327, 266.0658], 绝对半径: 279.8456, 绝对角度: 251.9449, 绝对半径差值: 0.1033, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2521 点 - 坐标: [-86.2679, 266.2167], 绝对半径: 279.8455, 绝对角度: 252.0450, 绝对半径差值: 0.1032, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2522 点 - 坐标: [-85.8029, 266.3669], 绝对半径: 279.8454, 绝对角度: 252.1451, 绝对半径差值: 0.1031, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2523 点 - 坐标: [-85.3375, 266.5162], 绝对半径: 279.8453, 绝对角度: 252.2451, 绝对半径差值: 0.1030, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2524 点 - 坐标: [-84.8720, 266.6648], 绝对半径: 279.8452, 绝对角度: 252.3452, 绝对半径差值: 0.1029, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2525 点 - 坐标: [-84.4061, 266.8125], 绝对半径: 279.8451, 绝对角度: 252.4452, 绝对半径差值: 0.1028, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2526 点 - 坐标: [-83.9400, 266.9594], 绝对半径: 279.8450, 绝对角度: 252.5453, 绝对半径差值: 0.1027, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2527 点 - 坐标: [-83.4737, 267.1055], 绝对半径: 279.8449, 绝对角度: 252.6454, 绝对半径差值: 0.1027, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2528 点 - 坐标: [-83.0070, 267.2508], 绝对半径: 279.8448, 绝对角度: 252.7454, 绝对半径差值: 0.1026, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2529 点 - 坐标: [-82.5402, 267.3952], 绝对半径: 279.8447, 绝对角度: 252.8455, 绝对半径差值: 0.1025, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2530 点 - 坐标: [-82.0731, 267.5389], 绝对半径: 279.8447, 绝对角度: 252.9455, 绝对半径差值: 0.1024, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2531 点 - 坐标: [-81.6057, 267.6817], 绝对半径: 279.8446, 绝对角度: 253.0456, 绝对半径差值: 0.1023, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2532 点 - 坐标: [-81.1381, 267.8237], 绝对半径: 279.8445, 绝对角度: 253.1456, 绝对半径差值: 0.1022, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2533 点 - 坐标: [-80.6702, 267.9649], 绝对半径: 279.8444, 绝对角度: 253.2457, 绝对半径差值: 0.1021, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2534 点 - 坐标: [-80.2021, 268.1053], 绝对半径: 279.8443, 绝对角度: 253.3458, 绝对半径差值: 0.1020, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2535 点 - 坐标: [-79.7337, 268.2448], 绝对半径: 279.8442, 绝对角度: 253.4458, 绝对半径差值: 0.1019, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2536 点 - 坐标: [-79.2651, 268.3836], 绝对半径: 279.8441, 绝对角度: 253.5459, 绝对半径差值: 0.1018, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2537 点 - 坐标: [-78.7963, 268.5215], 绝对半径: 279.8440, 绝对角度: 253.6459, 绝对半径差值: 0.1017, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2538 点 - 坐标: [-78.3272, 268.6586], 绝对半径: 279.8439, 绝对角度: 253.7460, 绝对半径差值: 0.1016, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2539 点 - 坐标: [-77.8579, 268.7949], 绝对半径: 279.8438, 绝对角度: 253.8461, 绝对半径差值: 0.1015, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2540 点 - 坐标: [-77.3883, 268.9304], 绝对半径: 279.8437, 绝对角度: 253.9461, 绝对半径差值: 0.1014, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2541 点 - 坐标: [-76.9186, 269.0650], 绝对半径: 279.8436, 绝对角度: 254.0462, 绝对半径差值: 0.1013, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2542 点 - 坐标: [-76.4485, 269.1988], 绝对半径: 279.8435, 绝对角度: 254.1462, 绝对半径差值: 0.1012, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2543 点 - 坐标: [-75.9783, 269.3318], 绝对半径: 279.8434, 绝对角度: 254.2463, 绝对半径差值: 0.1011, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2544 点 - 坐标: [-75.5078, 269.4640], 绝对半径: 279.8433, 绝对角度: 254.3463, 绝对半径差值: 0.1010, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2545 点 - 坐标: [-75.0371, 269.5954], 绝对半径: 279.8432, 绝对角度: 254.4464, 绝对半径差值: 0.1010, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2546 点 - 坐标: [-74.5661, 269.7259], 绝对半径: 279.8431, 绝对角度: 254.5465, 绝对半径差值: 0.1009, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2547 点 - 坐标: [-74.0949, 269.8556], 绝对半径: 279.8430, 绝对角度: 254.6465, 绝对半径差值: 0.1008, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2548 点 - 坐标: [-73.6235, 269.9845], 绝对半径: 279.8429, 绝对角度: 254.7466, 绝对半径差值: 0.1007, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2549 点 - 坐标: [-73.1519, 270.1126], 绝对半径: 279.8429, 绝对角度: 254.8466, 绝对半径差值: 0.1006, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2550 点 - 坐标: [-72.6801, 270.2399], 绝对半径: 279.8428, 绝对角度: 254.9467, 绝对半径差值: 0.1005, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2551 点 - 坐标: [-72.2080, 270.3663], 绝对半径: 279.8427, 绝对角度: 255.0468, 绝对半径差值: 0.1004, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2552 点 - 坐标: [-71.7357, 270.4919], 绝对半径: 279.8426, 绝对角度: 255.1468, 绝对半径差值: 0.1003, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2553 点 - 坐标: [-71.2632, 270.6167], 绝对半径: 279.8425, 绝对角度: 255.2469, 绝对半径差值: 0.1002, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2554 点 - 坐标: [-70.7905, 270.7406], 绝对半径: 279.8424, 绝对角度: 255.3469, 绝对半径差值: 0.1001, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2555 点 - 坐标: [-70.3175, 270.8637], 绝对半径: 279.8423, 绝对角度: 255.4470, 绝对半径差值: 0.1000, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2556 点 - 坐标: [-69.8444, 270.9860], 绝对半径: 279.8422, 绝对角度: 255.5471, 绝对半径差值: 0.0999, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2557 点 - 坐标: [-69.3710, 271.1075], 绝对半径: 279.8421, 绝对角度: 255.6471, 绝对半径差值: 0.0998, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2558 点 - 坐标: [-68.8974, 271.2281], 绝对半径: 279.8420, 绝对角度: 255.7472, 绝对半径差值: 0.0997, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2559 点 - 坐标: [-68.4236, 271.3479], 绝对半径: 279.8419, 绝对角度: 255.8472, 绝对半径差值: 0.0996, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2560 点 - 坐标: [-67.9496, 271.4669], 绝对半径: 279.8418, 绝对角度: 255.9473, 绝对半径差值: 0.0995, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2561 点 - 坐标: [-67.4754, 271.5851], 绝对半径: 279.8417, 绝对角度: 256.0474, 绝对半径差值: 0.0994, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2562 点 - 坐标: [-67.0010, 271.7024], 绝对半径: 279.8416, 绝对角度: 256.1474, 绝对半径差值: 0.0993, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2563 点 - 坐标: [-66.5264, 271.8189], 绝对半径: 279.8415, 绝对角度: 256.2475, 绝对半径差值: 0.0993, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2564 点 - 坐标: [-66.0516, 271.9346], 绝对半径: 279.8414, 绝对角度: 256.3475, 绝对半径差值: 0.0992, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2565 点 - 坐标: [-65.5765, 272.0494], 绝对半径: 279.8413, 绝对角度: 256.4476, 绝对半径差值: 0.0991, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2566 点 - 坐标: [-65.1013, 272.1634], 绝对半径: 279.8412, 绝对角度: 256.5477, 绝对半径差值: 0.0990, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2567 点 - 坐标: [-64.6259, 272.2766], 绝对半径: 279.8412, 绝对角度: 256.6477, 绝对半径差值: 0.0989, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2568 点 - 坐标: [-64.1503, 272.3890], 绝对半径: 279.8411, 绝对角度: 256.7478, 绝对半径差值: 0.0988, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2569 点 - 坐标: [-63.6745, 272.5005], 绝对半径: 279.8410, 绝对角度: 256.8478, 绝对半径差值: 0.0987, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2570 点 - 坐标: [-63.1985, 272.6112], 绝对半径: 279.8409, 绝对角度: 256.9479, 绝对半径差值: 0.0986, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2571 点 - 坐标: [-62.7223, 272.7211], 绝对半径: 279.8408, 绝对角度: 257.0479, 绝对半径差值: 0.0985, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2572 点 - 坐标: [-62.2459, 272.8301], 绝对半径: 279.8407, 绝对角度: 257.1480, 绝对半径差值: 0.0984, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2573 点 - 坐标: [-61.7693, 272.9383], 绝对半径: 279.8406, 绝对角度: 257.2481, 绝对半径差值: 0.0983, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2574 点 - 坐标: [-61.2925, 273.0457], 绝对半径: 279.8405, 绝对角度: 257.3481, 绝对半径差值: 0.0982, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2575 点 - 坐标: [-60.8156, 273.1522], 绝对半径: 279.8404, 绝对角度: 257.4482, 绝对半径差值: 0.0981, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2576 点 - 坐标: [-60.3384, 273.2579], 绝对半径: 279.8403, 绝对角度: 257.5482, 绝对半径差值: 0.0980, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2577 点 - 坐标: [-59.8611, 273.3627], 绝对半径: 279.8402, 绝对角度: 257.6483, 绝对半径差值: 0.0979, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2578 点 - 坐标: [-59.3836, 273.4668], 绝对半径: 279.8401, 绝对角度: 257.7484, 绝对半径差值: 0.0978, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2579 点 - 坐标: [-58.9059, 273.5700], 绝对半径: 279.8400, 绝对角度: 257.8484, 绝对半径差值: 0.0977, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2580 点 - 坐标: [-58.4281, 273.6723], 绝对半径: 279.8399, 绝对角度: 257.9485, 绝对半径差值: 0.0976, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2581 点 - 坐标: [-57.9500, 273.7739], 绝对半径: 279.8398, 绝对角度: 258.0485, 绝对半径差值: 0.0976, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2582 点 - 坐标: [-57.4718, 273.8746], 绝对半径: 279.8397, 绝对角度: 258.1486, 绝对半径差值: 0.0975, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2583 点 - 坐标: [-56.9934, 273.9744], 绝对半径: 279.8396, 绝对角度: 258.2487, 绝对半径差值: 0.0974, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2584 点 - 坐标: [-56.5148, 274.0734], 绝对半径: 279.8395, 绝对角度: 258.3487, 绝对半径差值: 0.0973, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2585 点 - 坐标: [-56.0361, 274.1716], 绝对半径: 279.8395, 绝对角度: 258.4488, 绝对半径差值: 0.0972, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2586 点 - 坐标: [-55.5572, 274.2690], 绝对半径: 279.8394, 绝对角度: 258.5489, 绝对半径差值: 0.0971, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2587 点 - 坐标: [-55.0781, 274.3655], 绝对半径: 279.8393, 绝对角度: 258.6489, 绝对半径差值: 0.0970, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2588 点 - 坐标: [-54.5988, 274.4612], 绝对半径: 279.8392, 绝对角度: 258.7490, 绝对半径差值: 0.0969, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2589 点 - 坐标: [-54.1194, 274.5560], 绝对半径: 279.8391, 绝对角度: 258.8490, 绝对半径差值: 0.0968, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2590 点 - 坐标: [-53.6398, 274.6500], 绝对半径: 279.8390, 绝对角度: 258.9491, 绝对半径差值: 0.0967, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2591 点 - 坐标: [-53.1601, 274.7432], 绝对半径: 279.8389, 绝对角度: 259.0492, 绝对半径差值: 0.0966, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2592 点 - 坐标: [-52.6802, 274.8355], 绝对半径: 279.8388, 绝对角度: 259.1492, 绝对半径差值: 0.0965, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2593 点 - 坐标: [-52.2001, 274.9270], 绝对半径: 279.8387, 绝对角度: 259.2493, 绝对半径差值: 0.0964, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2594 点 - 坐标: [-51.7199, 275.0176], 绝对半径: 279.8386, 绝对角度: 259.3493, 绝对半径差值: 0.0963, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2595 点 - 坐标: [-51.2395, 275.1074], 绝对半径: 279.8385, 绝对角度: 259.4494, 绝对半径差值: 0.0962, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2596 点 - 坐标: [-50.7590, 275.1964], 绝对半径: 279.8384, 绝对角度: 259.5495, 绝对半径差值: 0.0961, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2597 点 - 坐标: [-50.2783, 275.2845], 绝对半径: 279.8383, 绝对角度: 259.6495, 绝对半径差值: 0.0960, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2598 点 - 坐标: [-49.7974, 275.3718], 绝对半径: 279.8382, 绝对角度: 259.7496, 绝对半径差值: 0.0959, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2599 点 - 坐标: [-49.3164, 275.4583], 绝对半径: 279.8381, 绝对角度: 259.8496, 绝对半径差值: 0.0958, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2600 点 - 坐标: [-48.8353, 275.5439], 绝对半径: 279.8380, 绝对角度: 259.9497, 绝对半径差值: 0.0958, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2601 点 - 坐标: [-48.3540, 275.6287], 绝对半径: 279.8379, 绝对角度: 260.0498, 绝对半径差值: 0.0957, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2602 点 - 坐标: [-47.8726, 275.7126], 绝对半径: 279.8378, 绝对角度: 260.1498, 绝对半径差值: 0.0956, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2603 点 - 坐标: [-47.3910, 275.7957], 绝对半径: 279.8378, 绝对角度: 260.2499, 绝对半径差值: 0.0955, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2604 点 - 坐标: [-46.9092, 275.8779], 绝对半径: 279.8377, 绝对角度: 260.3499, 绝对半径差值: 0.0954, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2605 点 - 坐标: [-46.4273, 275.9594], 绝对半径: 279.8376, 绝对角度: 260.4500, 绝对半径差值: 0.0953, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2606 点 - 坐标: [-45.9453, 276.0399], 绝对半径: 279.8375, 绝对角度: 260.5501, 绝对半径差值: 0.0952, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2607 点 - 坐标: [-45.4632, 276.1196], 绝对半径: 279.8374, 绝对角度: 260.6501, 绝对半径差值: 0.0951, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2608 点 - 坐标: [-44.9809, 276.1985], 绝对半径: 279.8373, 绝对角度: 260.7502, 绝对半径差值: 0.0950, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2609 点 - 坐标: [-44.4984, 276.2766], 绝对半径: 279.8372, 绝对角度: 260.8502, 绝对半径差值: 0.0949, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2610 点 - 坐标: [-44.0159, 276.3538], 绝对半径: 279.8371, 绝对角度: 260.9503, 绝对半径差值: 0.0948, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2611 点 - 坐标: [-43.5332, 276.4301], 绝对半径: 279.8370, 绝对角度: 261.0504, 绝对半径差值: 0.0947, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2612 点 - 坐标: [-43.0503, 276.5056], 绝对半径: 279.8369, 绝对角度: 261.1504, 绝对半径差值: 0.0946, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2613 点 - 坐标: [-42.5674, 276.5803], 绝对半径: 279.8368, 绝对角度: 261.2505, 绝对半径差值: 0.0945, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2614 点 - 坐标: [-42.0843, 276.6541], 绝对半径: 279.8367, 绝对角度: 261.3506, 绝对半径差值: 0.0944, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2615 点 - 坐标: [-41.6010, 276.7271], 绝对半径: 279.8366, 绝对角度: 261.4506, 绝对半径差值: 0.0943, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2616 点 - 坐标: [-41.1177, 276.7992], 绝对半径: 279.8365, 绝对角度: 261.5507, 绝对半径差值: 0.0942, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2617 点 - 坐标: [-40.6342, 276.8705], 绝对半径: 279.8364, 绝对角度: 261.6507, 绝对半径差值: 0.0941, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2618 点 - 坐标: [-40.1506, 276.9410], 绝对半径: 279.8363, 绝对角度: 261.7508, 绝对半径差值: 0.0941, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2619 点 - 坐标: [-39.6669, 277.0106], 绝对半径: 279.8362, 绝对角度: 261.8509, 绝对半径差值: 0.0940, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2620 点 - 坐标: [-39.1830, 277.0793], 绝对半径: 279.8361, 绝对角度: 261.9509, 绝对半径差值: 0.0939, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2621 点 - 坐标: [-38.6991, 277.1472], 绝对半径: 279.8361, 绝对角度: 262.0510, 绝对半径差值: 0.0938, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2622 点 - 坐标: [-38.2150, 277.2143], 绝对半径: 279.8360, 绝对角度: 262.1510, 绝对半径差值: 0.0937, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2623 点 - 坐标: [-37.7308, 277.2805], 绝对半径: 279.8359, 绝对角度: 262.2511, 绝对半径差值: 0.0936, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2624 点 - 坐标: [-37.2465, 277.3459], 绝对半径: 279.8358, 绝对角度: 262.3512, 绝对半径差值: 0.0935, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2625 点 - 坐标: [-36.7620, 277.4104], 绝对半径: 279.8357, 绝对角度: 262.4512, 绝对半径差值: 0.0934, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2626 点 - 坐标: [-36.2775, 277.4741], 绝对半径: 279.8356, 绝对角度: 262.5513, 绝对半径差值: 0.0933, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2627 点 - 坐标: [-35.7929, 277.5370], 绝对半径: 279.8355, 绝对角度: 262.6514, 绝对半径差值: 0.0932, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2628 点 - 坐标: [-35.3081, 277.5990], 绝对半径: 279.8354, 绝对角度: 262.7514, 绝对半径差值: 0.0931, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2629 点 - 坐标: [-34.8232, 277.6601], 绝对半径: 279.8353, 绝对角度: 262.8515, 绝对半径差值: 0.0930, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2630 点 - 坐标: [-34.3383, 277.7204], 绝对半径: 279.8352, 绝对角度: 262.9515, 绝对半径差值: 0.0929, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2631 点 - 坐标: [-33.8532, 277.7799], 绝对半径: 279.8351, 绝对角度: 263.0516, 绝对半径差值: 0.0928, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2632 点 - 坐标: [-33.3680, 277.8385], 绝对半径: 279.8350, 绝对角度: 263.1517, 绝对半径差值: 0.0927, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2633 点 - 坐标: [-32.8827, 277.8962], 绝对半径: 279.8349, 绝对角度: 263.2517, 绝对半径差值: 0.0926, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2634 点 - 坐标: [-32.3973, 277.9531], 绝对半径: 279.8348, 绝对角度: 263.3518, 绝对半径差值: 0.0925, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2635 点 - 坐标: [-31.9119, 278.0092], 绝对半径: 279.8347, 绝对角度: 263.4518, 绝对半径差值: 0.0924, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2636 点 - 坐标: [-31.4263, 278.0644], 绝对半径: 279.8346, 绝对角度: 263.5519, 绝对半径差值: 0.0924, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2637 点 - 坐标: [-30.9406, 278.1188], 绝对半径: 279.8345, 绝对角度: 263.6520, 绝对半径差值: 0.0923, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2638 点 - 坐标: [-30.4548, 278.1723], 绝对半径: 279.8344, 绝对角度: 263.7520, 绝对半径差值: 0.0922, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2639 点 - 坐标: [-29.9690, 278.2250], 绝对半径: 279.8343, 绝对角度: 263.8521, 绝对半径差值: 0.0921, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2640 点 - 坐标: [-29.4830, 278.2768], 绝对半径: 279.8343, 绝对角度: 263.9522, 绝对半径差值: 0.0920, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2641 点 - 坐标: [-28.9970, 278.3277], 绝对半径: 279.8342, 绝对角度: 264.0522, 绝对半径差值: 0.0919, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2642 点 - 坐标: [-28.5109, 278.3779], 绝对半径: 279.8341, 绝对角度: 264.1523, 绝对半径差值: 0.0918, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2643 点 - 坐标: [-28.0246, 278.4271], 绝对半径: 279.8340, 绝对角度: 264.2523, 绝对半径差值: 0.0917, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2644 点 - 坐标: [-27.5383, 278.4756], 绝对半径: 279.8339, 绝对角度: 264.3524, 绝对半径差值: 0.0916, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2645 点 - 坐标: [-27.0520, 278.5231], 绝对半径: 279.8338, 绝对角度: 264.4525, 绝对半径差值: 0.0915, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2646 点 - 坐标: [-26.5655, 278.5699], 绝对半径: 279.8337, 绝对角度: 264.5525, 绝对半径差值: 0.0914, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2647 点 - 坐标: [-26.0789, 278.6157], 绝对半径: 279.8336, 绝对角度: 264.6526, 绝对半径差值: 0.0913, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2648 点 - 坐标: [-25.5923, 278.6608], 绝对半径: 279.8335, 绝对角度: 264.7527, 绝对半径差值: 0.0912, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2649 点 - 坐标: [-25.1056, 278.7049], 绝对半径: 279.8334, 绝对角度: 264.8527, 绝对半径差值: 0.0911, 增量半径差值: -0.0001, 增量角度差值: 0.1001
