第 0 点 - 坐标: [237.4695, 0.0000], 绝对半径: 237.4695, 绝对角度: 0.0000, 绝对半径差值: 0.0000, 增量半径差值: 0.0000, 增量角度差值: 0.0000
第 2880 点 - 坐标: [73.4432, 225.8085], 绝对半径: 237.4519, 绝对角度: 288.0169, 绝对半径差值: -0.0176, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2881 点 - 坐标: [73.8375, 225.6798], 绝对半径: 237.4517, 绝对角度: 288.1170, 绝对半径差值: -0.0178, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2882 点 - 坐标: [74.2316, 225.5503], 绝对半径: 237.4516, 绝对角度: 288.2171, 绝对半径差值: -0.0179, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2883 点 - 坐标: [74.6254, 225.4202], 绝对半径: 237.4515, 绝对角度: 288.3171, 绝对半径差值: -0.0180, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2884 点 - 坐标: [75.0191, 225.2893], 绝对半径: 237.4514, 绝对角度: 288.4172, 绝对半径差值: -0.0181, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2885 点 - 坐标: [75.4125, 225.1578], 绝对半径: 237.4512, 绝对角度: 288.5173, 绝对半径差值: -0.0183, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2886 点 - 坐标: [75.8057, 225.0256], 绝对半径: 237.4511, 绝对角度: 288.6174, 绝对半径差值: -0.0184, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2887 点 - 坐标: [76.1986, 224.8927], 绝对半径: 237.4510, 绝对角度: 288.7175, 绝对半径差值: -0.0185, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2888 点 - 坐标: [76.5913, 224.7592], 绝对半径: 237.4509, 绝对角度: 288.8176, 绝对半径差值: -0.0186, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2889 点 - 坐标: [76.9838, 224.6249], 绝对半径: 237.4507, 绝对角度: 288.9177, 绝对半径差值: -0.0188, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2890 点 - 坐标: [77.3761, 224.4900], 绝对半径: 237.4506, 绝对角度: 289.0178, 绝对半径差值: -0.0189, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2891 点 - 坐标: [77.7681, 224.3543], 绝对半径: 237.4505, 绝对角度: 289.1179, 绝对半径差值: -0.0190, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2892 点 - 坐标: [78.1598, 224.2180], 绝对半径: 237.4504, 绝对角度: 289.2180, 绝对半径差值: -0.0191, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2893 点 - 坐标: [78.5514, 224.0810], 绝对半径: 237.4503, 绝对角度: 289.3181, 绝对半径差值: -0.0192, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2894 点 - 坐标: [78.9427, 223.9434], 绝对半径: 237.4501, 绝对角度: 289.4182, 绝对半径差值: -0.0194, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2895 点 - 坐标: [79.3337, 223.8050], 绝对半径: 237.4500, 绝对角度: 289.5182, 绝对半径差值: -0.0195, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2896 点 - 坐标: [79.7245, 223.6660], 绝对半径: 237.4499, 绝对角度: 289.6183, 绝对半径差值: -0.0196, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2897 点 - 坐标: [80.1151, 223.5262], 绝对半径: 237.4498, 绝对角度: 289.7184, 绝对半径差值: -0.0197, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2898 点 - 坐标: [80.5054, 223.3858], 绝对半径: 237.4497, 绝对角度: 289.8185, 绝对半径差值: -0.0198, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2899 点 - 坐标: [80.8955, 223.2447], 绝对半径: 237.4496, 绝对角度: 289.9186, 绝对半径差值: -0.0199, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2900 点 - 坐标: [81.2853, 223.1030], 绝对半径: 237.4494, 绝对角度: 290.0187, 绝对半径差值: -0.0201, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2901 点 - 坐标: [81.6749, 222.9605], 绝对半径: 237.4493, 绝对角度: 290.1188, 绝对半径差值: -0.0202, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2902 点 - 坐标: [82.0642, 222.8174], 绝对半径: 237.4492, 绝对角度: 290.2189, 绝对半径差值: -0.0203, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2903 点 - 坐标: [82.4533, 222.6736], 绝对半径: 237.4491, 绝对角度: 290.3190, 绝对半径差值: -0.0204, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2904 点 - 坐标: [82.8421, 222.5291], 绝对半径: 237.4490, 绝对角度: 290.4191, 绝对半径差值: -0.0205, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2905 点 - 坐标: [83.2307, 222.3839], 绝对半径: 237.4489, 绝对角度: 290.5192, 绝对半径差值: -0.0206, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2906 点 - 坐标: [83.6190, 222.2381], 绝对半径: 237.4488, 绝对角度: 290.6193, 绝对半径差值: -0.0207, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2907 点 - 坐标: [84.0071, 222.0916], 绝对半径: 237.4487, 绝对角度: 290.7193, 绝对半径差值: -0.0208, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2908 点 - 坐标: [84.3949, 221.9444], 绝对半径: 237.4485, 绝对角度: 290.8194, 绝对半径差值: -0.0210, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2909 点 - 坐标: [84.7825, 221.7965], 绝对半径: 237.4484, 绝对角度: 290.9195, 绝对半径差值: -0.0211, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2910 点 - 坐标: [85.1698, 221.6480], 绝对半径: 237.4483, 绝对角度: 291.0196, 绝对半径差值: -0.0212, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2911 点 - 坐标: [85.5568, 221.4987], 绝对半径: 237.4482, 绝对角度: 291.1197, 绝对半径差值: -0.0213, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2912 点 - 坐标: [85.9436, 221.3488], 绝对半径: 237.4481, 绝对角度: 291.2198, 绝对半径差值: -0.0214, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2913 点 - 坐标: [86.3301, 221.1982], 绝对半径: 237.4480, 绝对角度: 291.3199, 绝对半径差值: -0.0215, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2914 点 - 坐标: [86.7163, 221.0470], 绝对半径: 237.4479, 绝对角度: 291.4200, 绝对半径差值: -0.0216, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2915 点 - 坐标: [87.1023, 220.8951], 绝对半径: 237.4478, 绝对角度: 291.5201, 绝对半径差值: -0.0217, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2916 点 - 坐标: [87.4880, 220.7425], 绝对半径: 237.4477, 绝对角度: 291.6202, 绝对半径差值: -0.0218, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2917 点 - 坐标: [87.8735, 220.5892], 绝对半径: 237.4476, 绝对角度: 291.7203, 绝对半径差值: -0.0219, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2918 点 - 坐标: [88.2587, 220.4352], 绝对半径: 237.4475, 绝对角度: 291.8204, 绝对半径差值: -0.0220, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2919 点 - 坐标: [88.6436, 220.2806], 绝对半径: 237.4473, 绝对角度: 291.9205, 绝对半径差值: -0.0222, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2920 点 - 坐标: [89.0282, 220.1253], 绝对半径: 237.4472, 绝对角度: 292.0205, 绝对半径差值: -0.0223, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2921 点 - 坐标: [89.4126, 219.9694], 绝对半径: 237.4471, 绝对角度: 292.1206, 绝对半径差值: -0.0224, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2922 点 - 坐标: [89.7967, 219.8128], 绝对半径: 237.4470, 绝对角度: 292.2207, 绝对半径差值: -0.0225, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2923 点 - 坐标: [90.1805, 219.6555], 绝对半径: 237.4469, 绝对角度: 292.3208, 绝对半径差值: -0.0226, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2924 点 - 坐标: [90.5641, 219.4975], 绝对半径: 237.4468, 绝对角度: 292.4209, 绝对半径差值: -0.0227, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2925 点 - 坐标: [90.9474, 219.3388], 绝对半径: 237.4467, 绝对角度: 292.5210, 绝对半径差值: -0.0228, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2926 点 - 坐标: [91.3304, 219.1795], 绝对半径: 237.4466, 绝对角度: 292.6211, 绝对半径差值: -0.0229, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2927 点 - 坐标: [91.7131, 219.0196], 绝对半径: 237.4465, 绝对角度: 292.7212, 绝对半径差值: -0.0230, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2928 点 - 坐标: [92.0955, 218.8589], 绝对半径: 237.4464, 绝对角度: 292.8213, 绝对半径差值: -0.0231, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2929 点 - 坐标: [92.4777, 218.6976], 绝对半径: 237.4463, 绝对角度: 292.9214, 绝对半径差值: -0.0232, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2930 点 - 坐标: [92.8595, 218.5356], 绝对半径: 237.4462, 绝对角度: 293.0215, 绝对半径差值: -0.0233, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2931 点 - 坐标: [93.2411, 218.3730], 绝对半径: 237.4461, 绝对角度: 293.1216, 绝对半径差值: -0.0234, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2932 点 - 坐标: [93.6224, 218.2097], 绝对半径: 237.4460, 绝对角度: 293.2217, 绝对半径差值: -0.0235, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2933 点 - 坐标: [94.0035, 218.0457], 绝对半径: 237.4459, 绝对角度: 293.3218, 绝对半径差值: -0.0236, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2934 点 - 坐标: [94.3842, 217.8810], 绝对半径: 237.4458, 绝对角度: 293.4218, 绝对半径差值: -0.0237, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2935 点 - 坐标: [94.7646, 217.7157], 绝对半径: 237.4457, 绝对角度: 293.5219, 绝对半径差值: -0.0238, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2936 点 - 坐标: [95.1448, 217.5498], 绝对半径: 237.4456, 绝对角度: 293.6220, 绝对半径差值: -0.0239, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2937 点 - 坐标: [95.5247, 217.3831], 绝对半径: 237.4455, 绝对角度: 293.7221, 绝对半径差值: -0.0240, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2938 点 - 坐标: [95.9042, 217.2158], 绝对半径: 237.4454, 绝对角度: 293.8222, 绝对半径差值: -0.0241, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2939 点 - 坐标: [96.2835, 217.0479], 绝对半径: 237.4453, 绝对角度: 293.9223, 绝对半径差值: -0.0242, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2940 点 - 坐标: [96.6625, 216.8793], 绝对半径: 237.4453, 绝对角度: 294.0224, 绝对半径差值: -0.0242, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2941 点 - 坐标: [97.0412, 216.7100], 绝对半径: 237.4452, 绝对角度: 294.1225, 绝对半径差值: -0.0243, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2942 点 - 坐标: [97.4196, 216.5400], 绝对半径: 237.4451, 绝对角度: 294.2226, 绝对半径差值: -0.0244, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2943 点 - 坐标: [97.7977, 216.3694], 绝对半径: 237.4450, 绝对角度: 294.3227, 绝对半径差值: -0.0245, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2944 点 - 坐标: [98.1755, 216.1982], 绝对半径: 237.4449, 绝对角度: 294.4228, 绝对半径差值: -0.0246, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2945 点 - 坐标: [98.5530, 216.0262], 绝对半径: 237.4448, 绝对角度: 294.5229, 绝对半径差值: -0.0247, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2946 点 - 坐标: [98.9302, 215.8537], 绝对半径: 237.4447, 绝对角度: 294.6230, 绝对半径差值: -0.0248, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2947 点 - 坐标: [99.3071, 215.6804], 绝对半径: 237.4446, 绝对角度: 294.7231, 绝对半径差值: -0.0249, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2948 点 - 坐标: [99.6837, 215.5065], 绝对半径: 237.4445, 绝对角度: 294.8232, 绝对半径差值: -0.0250, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2949 点 - 坐标: [100.0600, 215.3320], 绝对半径: 237.4444, 绝对角度: 294.9232, 绝对半径差值: -0.0251, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2950 点 - 坐标: [100.4360, 215.1568], 绝对半径: 237.4443, 绝对角度: 295.0233, 绝对半径差值: -0.0252, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2951 点 - 坐标: [100.8117, 214.9809], 绝对半径: 237.4443, 绝对角度: 295.1234, 绝对半径差值: -0.0252, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2952 点 - 坐标: [101.1870, 214.8044], 绝对半径: 237.4442, 绝对角度: 295.2235, 绝对半径差值: -0.0253, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2953 点 - 坐标: [101.5621, 214.6272], 绝对半径: 237.4441, 绝对角度: 295.3236, 绝对半径差值: -0.0254, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2954 点 - 坐标: [101.9368, 214.4494], 绝对半径: 237.4440, 绝对角度: 295.4237, 绝对半径差值: -0.0255, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2955 点 - 坐标: [102.3113, 214.2709], 绝对半径: 237.4439, 绝对角度: 295.5238, 绝对半径差值: -0.0256, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2956 点 - 坐标: [102.6854, 214.0917], 绝对半径: 237.4438, 绝对角度: 295.6239, 绝对半径差值: -0.0257, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2957 点 - 坐标: [103.0592, 213.9119], 绝对半径: 237.4437, 绝对角度: 295.7240, 绝对半径差值: -0.0258, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2958 点 - 坐标: [103.4327, 213.7315], 绝对半径: 237.4436, 绝对角度: 295.8241, 绝对半径差值: -0.0259, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2959 点 - 坐标: [103.8059, 213.5504], 绝对半径: 237.4436, 绝对角度: 295.9242, 绝对半径差值: -0.0259, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2960 点 - 坐标: [104.1788, 213.3687], 绝对半径: 237.4435, 绝对角度: 296.0243, 绝对半径差值: -0.0260, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2961 点 - 坐标: [104.5514, 213.1863], 绝对半径: 237.4434, 绝对角度: 296.1244, 绝对半径差值: -0.0261, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2962 点 - 坐标: [104.9236, 213.0032], 绝对半径: 237.4433, 绝对角度: 296.2245, 绝对半径差值: -0.0262, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2963 点 - 坐标: [105.2955, 212.8195], 绝对半径: 237.4432, 绝对角度: 296.3246, 绝对半径差值: -0.0263, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2964 点 - 坐标: [105.6671, 212.6352], 绝对半径: 237.4431, 绝对角度: 296.4247, 绝对半径差值: -0.0264, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2965 点 - 坐标: [106.0384, 212.4502], 绝对半径: 237.4431, 绝对角度: 296.5248, 绝对半径差值: -0.0264, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2966 点 - 坐标: [106.4093, 212.2645], 绝对半径: 237.4430, 绝对角度: 296.6248, 绝对半径差值: -0.0265, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2967 点 - 坐标: [106.7799, 212.0782], 绝对半径: 237.4429, 绝对角度: 296.7249, 绝对半径差值: -0.0266, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2968 点 - 坐标: [107.1502, 211.8913], 绝对半径: 237.4428, 绝对角度: 296.8250, 绝对半径差值: -0.0267, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2969 点 - 坐标: [107.5202, 211.7037], 绝对半径: 237.4427, 绝对角度: 296.9251, 绝对半径差值: -0.0268, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2970 点 - 坐标: [107.8898, 211.5155], 绝对半径: 237.4427, 绝对角度: 297.0252, 绝对半径差值: -0.0268, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2971 点 - 坐标: [108.2592, 211.3266], 绝对半径: 237.4426, 绝对角度: 297.1253, 绝对半径差值: -0.0269, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2972 点 - 坐标: [108.6281, 211.1371], 绝对半径: 237.4425, 绝对角度: 297.2254, 绝对半径差值: -0.0270, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2973 点 - 坐标: [108.9968, 210.9469], 绝对半径: 237.4424, 绝对角度: 297.3255, 绝对半径差值: -0.0271, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2974 点 - 坐标: [109.3651, 210.7561], 绝对半径: 237.4424, 绝对角度: 297.4256, 绝对半径差值: -0.0271, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2975 点 - 坐标: [109.7331, 210.5647], 绝对半径: 237.4423, 绝对角度: 297.5257, 绝对半径差值: -0.0272, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2976 点 - 坐标: [110.1007, 210.3726], 绝对半径: 237.4422, 绝对角度: 297.6258, 绝对半径差值: -0.0273, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2977 点 - 坐标: [110.4681, 210.1799], 绝对半径: 237.4421, 绝对角度: 297.7259, 绝对半径差值: -0.0274, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2978 点 - 坐标: [110.8350, 209.9865], 绝对半径: 237.4421, 绝对角度: 297.8260, 绝对半径差值: -0.0274, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2979 点 - 坐标: [111.2017, 209.7925], 绝对半径: 237.4420, 绝对角度: 297.9261, 绝对半径差值: -0.0275, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2980 点 - 坐标: [111.5680, 209.5978], 绝对半径: 237.4419, 绝对角度: 298.0262, 绝对半径差值: -0.0276, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2981 点 - 坐标: [111.9339, 209.4025], 绝对半径: 237.4418, 绝对角度: 298.1263, 绝对半径差值: -0.0277, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2982 点 - 坐标: [112.2996, 209.2066], 绝对半径: 237.4418, 绝对角度: 298.2264, 绝对半径差值: -0.0277, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2983 点 - 坐标: [112.6648, 209.0100], 绝对半径: 237.4417, 绝对角度: 298.3265, 绝对半径差值: -0.0278, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2984 点 - 坐标: [113.0298, 208.8128], 绝对半径: 237.4416, 绝对角度: 298.4266, 绝对半径差值: -0.0279, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2985 点 - 坐标: [113.3944, 208.6150], 绝对半径: 237.4416, 绝对角度: 298.5266, 绝对半径差值: -0.0279, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2986 点 - 坐标: [113.7586, 208.4165], 绝对半径: 237.4415, 绝对角度: 298.6267, 绝对半径差值: -0.0280, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2987 点 - 坐标: [114.1225, 208.2174], 绝对半径: 237.4414, 绝对角度: 298.7268, 绝对半径差值: -0.0281, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2988 点 - 坐标: [114.4860, 208.0177], 绝对半径: 237.4414, 绝对角度: 298.8269, 绝对半径差值: -0.0281, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2989 点 - 坐标: [114.8492, 207.8173], 绝对半径: 237.4413, 绝对角度: 298.9270, 绝对半径差值: -0.0282, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2990 点 - 坐标: [115.2121, 207.6163], 绝对半径: 237.4412, 绝对角度: 299.0271, 绝对半径差值: -0.0283, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2991 点 - 坐标: [115.5746, 207.4146], 绝对半径: 237.4411, 绝对角度: 299.1272, 绝对半径差值: -0.0284, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2992 点 - 坐标: [115.9367, 207.2123], 绝对半径: 237.4411, 绝对角度: 299.2273, 绝对半径差值: -0.0284, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2993 点 - 坐标: [116.2985, 207.0094], 绝对半径: 237.4410, 绝对角度: 299.3274, 绝对半径差值: -0.0285, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2994 点 - 坐标: [116.6599, 206.8059], 绝对半径: 237.4410, 绝对角度: 299.4275, 绝对半径差值: -0.0286, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2995 点 - 坐标: [117.0210, 206.6017], 绝对半径: 237.4409, 绝对角度: 299.5276, 绝对半径差值: -0.0286, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2996 点 - 坐标: [117.3817, 206.3969], 绝对半径: 237.4408, 绝对角度: 299.6277, 绝对半径差值: -0.0287, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2997 点 - 坐标: [117.7421, 206.1914], 绝对半径: 237.4408, 绝对角度: 299.7278, 绝对半径差值: -0.0287, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2998 点 - 坐标: [118.1021, 205.9854], 绝对半径: 237.4407, 绝对角度: 299.8279, 绝对半径差值: -0.0288, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 2999 点 - 坐标: [118.4617, 205.7787], 绝对半径: 237.4406, 绝对角度: 299.9280, 绝对半径差值: -0.0289, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3000 点 - 坐标: [118.8210, 205.5714], 绝对半径: 237.4406, 绝对角度: 300.0281, 绝对半径差值: -0.0289, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3001 点 - 坐标: [119.1799, 205.3634], 绝对半径: 237.4405, 绝对角度: 300.1282, 绝对半径差值: -0.0290, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3002 点 - 坐标: [119.5385, 205.1548], 绝对半径: 237.4404, 绝对角度: 300.2283, 绝对半径差值: -0.0291, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3003 点 - 坐标: [119.8967, 204.9456], 绝对半径: 237.4404, 绝对角度: 300.3284, 绝对半径差值: -0.0291, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3004 点 - 坐标: [120.2545, 204.7358], 绝对半径: 237.4403, 绝对角度: 300.4285, 绝对半径差值: -0.0292, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3005 点 - 坐标: [120.6120, 204.5254], 绝对半径: 237.4403, 绝对角度: 300.5286, 绝对半径差值: -0.0292, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3006 点 - 坐标: [120.9691, 204.3143], 绝对半径: 237.4402, 绝对角度: 300.6286, 绝对半径差值: -0.0293, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3007 点 - 坐标: [121.3258, 204.1026], 绝对半径: 237.4401, 绝对角度: 300.7287, 绝对半径差值: -0.0294, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3008 点 - 坐标: [121.6821, 203.8903], 绝对半径: 237.4401, 绝对角度: 300.8288, 绝对半径差值: -0.0294, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3009 点 - 坐标: [122.0381, 203.6774], 绝对半径: 237.4400, 绝对角度: 300.9289, 绝对半径差值: -0.0295, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3010 点 - 坐标: [122.3937, 203.4638], 绝对半径: 237.4400, 绝对角度: 301.0290, 绝对半径差值: -0.0295, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3011 点 - 坐标: [122.7490, 203.2496], 绝对半径: 237.4399, 绝对角度: 301.1291, 绝对半径差值: -0.0296, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3012 点 - 坐标: [123.1038, 203.0348], 绝对半径: 237.4399, 绝对角度: 301.2292, 绝对半径差值: -0.0296, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3013 点 - 坐标: [123.4583, 202.8194], 绝对半径: 237.4398, 绝对角度: 301.3293, 绝对半径差值: -0.0297, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3014 点 - 坐标: [123.8124, 202.6034], 绝对半径: 237.4398, 绝对角度: 301.4294, 绝对半径差值: -0.0297, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3015 点 - 坐标: [124.1662, 202.3867], 绝对半径: 237.4397, 绝对角度: 301.5295, 绝对半径差值: -0.0298, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3016 点 - 坐标: [124.5195, 202.1694], 绝对半径: 237.4396, 绝对角度: 301.6296, 绝对半径差值: -0.0299, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3017 点 - 坐标: [124.8725, 201.9515], 绝对半径: 237.4396, 绝对角度: 301.7297, 绝对半径差值: -0.0299, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3018 点 - 坐标: [125.2251, 201.7330], 绝对半径: 237.4395, 绝对角度: 301.8298, 绝对半径差值: -0.0300, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3019 点 - 坐标: [125.5773, 201.5139], 绝对半径: 237.4395, 绝对角度: 301.9299, 绝对半径差值: -0.0300, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3020 点 - 坐标: [125.9291, 201.2942], 绝对半径: 237.4394, 绝对角度: 302.0300, 绝对半径差值: -0.0301, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3021 点 - 坐标: [126.2805, 201.0738], 绝对半径: 237.4394, 绝对角度: 302.1301, 绝对半径差值: -0.0301, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3022 点 - 坐标: [126.6316, 200.8529], 绝对半径: 237.4393, 绝对角度: 302.2302, 绝对半径差值: -0.0302, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3023 点 - 坐标: [126.9823, 200.6313], 绝对半径: 237.4393, 绝对角度: 302.3303, 绝对半径差值: -0.0302, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3024 点 - 坐标: [127.3326, 200.4091], 绝对半径: 237.4392, 绝对角度: 302.4304, 绝对半径差值: -0.0303, 增量半径差值: -0.0000, 增量角度差值: 0.1001
第 3025 点 - 坐标: [127.6825, 200.1863], 绝对半径: 237.4392, 绝对角度: 302.5305, 绝对半径差值: -0.0303, 增量半径差值: -0.0000, 增量角度差值: 0.1001
第 3026 点 - 坐标: [128.0320, 199.9629], 绝对半径: 237.4391, 绝对角度: 302.6306, 绝对半径差值: -0.0304, 增量半径差值: -0.0000, 增量角度差值: 0.1001
