第 0 点 - 坐标: [237.6453, 0.0000], 绝对半径: 237.6453, 绝对角度: 0.0000, 绝对半径差值: 0.0000, 增量半径差值: 0.0000, 增量角度差值: 0.0000
第 3153 点 - 坐标: [168.9306, 167.2034], 绝对半径: 237.6858, 绝对角度: 315.2944, 绝对半径差值: 0.0405, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3154 点 - 坐标: [169.2224, 166.9080], 绝对半径: 237.6857, 绝对角度: 315.3945, 绝对半径差值: 0.0404, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3155 点 - 坐标: [169.5136, 166.6121], 绝对半径: 237.6856, 绝对角度: 315.4946, 绝对半径差值: 0.0403, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3156 点 - 坐标: [169.8043, 166.3157], 绝对半径: 237.6855, 绝对角度: 315.5947, 绝对半径差值: 0.0402, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3157 点 - 坐标: [170.0945, 166.0187], 绝对半径: 237.6854, 绝对角度: 315.6947, 绝对半径差值: 0.0401, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3158 点 - 坐标: [170.3842, 165.7213], 绝对半径: 237.6853, 绝对角度: 315.7948, 绝对半径差值: 0.0400, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3159 点 - 坐标: [170.6733, 165.4233], 绝对半径: 237.6852, 绝对角度: 315.8949, 绝对半径差值: 0.0399, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3160 点 - 坐标: [170.9619, 165.1249], 绝对半径: 237.6851, 绝对角度: 315.9950, 绝对半径差值: 0.0398, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3161 点 - 坐标: [171.2500, 164.8259], 绝对半径: 237.6850, 绝对角度: 316.0951, 绝对半径差值: 0.0397, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3162 点 - 坐标: [171.5376, 164.5265], 绝对半径: 237.6849, 绝对角度: 316.1952, 绝对半径差值: 0.0396, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3163 点 - 坐标: [171.8247, 164.2265], 绝对半径: 237.6848, 绝对角度: 316.2952, 绝对半径差值: 0.0395, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3164 点 - 坐标: [172.1112, 163.9261], 绝对半径: 237.6847, 绝对角度: 316.3953, 绝对半径差值: 0.0395, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3165 点 - 坐标: [172.3973, 163.6251], 绝对半径: 237.6846, 绝对角度: 316.4954, 绝对半径差值: 0.0394, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3166 点 - 坐标: [172.6827, 163.3237], 绝对半径: 237.6846, 绝对角度: 316.5955, 绝对半径差值: 0.0393, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3167 点 - 坐标: [172.9677, 163.0217], 绝对半径: 237.6845, 绝对角度: 316.6956, 绝对半径差值: 0.0392, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3168 点 - 坐标: [173.2521, 162.7192], 绝对半径: 237.6844, 绝对角度: 316.7957, 绝对半径差值: 0.0391, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3169 点 - 坐标: [173.5360, 162.4163], 绝对半径: 237.6843, 绝对角度: 316.8958, 绝对半径差值: 0.0390, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3170 点 - 坐标: [173.8194, 162.1129], 绝对半径: 237.6842, 绝对角度: 316.9958, 绝对半径差值: 0.0389, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3171 点 - 坐标: [174.1023, 161.8089], 绝对半径: 237.6841, 绝对角度: 317.0959, 绝对半径差值: 0.0388, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3172 点 - 坐标: [174.3846, 161.5045], 绝对半径: 237.6840, 绝对角度: 317.1960, 绝对半径差值: 0.0387, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3173 点 - 坐标: [174.6664, 161.1996], 绝对半径: 237.6839, 绝对角度: 317.2961, 绝对半径差值: 0.0386, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3174 点 - 坐标: [174.9476, 160.8941], 绝对半径: 237.6838, 绝对角度: 317.3962, 绝对半径差值: 0.0385, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3175 点 - 坐标: [175.2283, 160.5882], 绝对半径: 237.6837, 绝对角度: 317.4963, 绝对半径差值: 0.0384, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3176 点 - 坐标: [175.5085, 160.2818], 绝对半径: 237.6836, 绝对角度: 317.5963, 绝对半径差值: 0.0383, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3177 点 - 坐标: [175.7881, 159.9749], 绝对半径: 237.6835, 绝对角度: 317.6964, 绝对半径差值: 0.0382, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3178 点 - 坐标: [176.0672, 159.6676], 绝对半径: 237.6834, 绝对角度: 317.7965, 绝对半径差值: 0.0381, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3179 点 - 坐标: [176.3458, 159.3597], 绝对半径: 237.6833, 绝对角度: 317.8966, 绝对半径差值: 0.0380, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3180 点 - 坐标: [176.6238, 159.0514], 绝对半径: 237.6832, 绝对角度: 317.9967, 绝对半径差值: 0.0379, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3181 点 - 坐标: [176.9013, 158.7425], 绝对半径: 237.6831, 绝对角度: 318.0968, 绝对半径差值: 0.0378, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3182 点 - 坐标: [177.1783, 158.4332], 绝对半径: 237.6830, 绝对角度: 318.1969, 绝对半径差值: 0.0377, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3183 点 - 坐标: [177.4547, 158.1234], 绝对半径: 237.6829, 绝对角度: 318.2969, 绝对半径差值: 0.0377, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3184 点 - 坐标: [177.7306, 157.8131], 绝对半径: 237.6829, 绝对角度: 318.3970, 绝对半径差值: 0.0376, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3185 点 - 坐标: [178.0059, 157.5024], 绝对半径: 237.6828, 绝对角度: 318.4971, 绝对半径差值: 0.0375, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3186 点 - 坐标: [178.2807, 157.1911], 绝对半径: 237.6827, 绝对角度: 318.5972, 绝对半径差值: 0.0374, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3187 点 - 坐标: [178.5549, 156.8794], 绝对半径: 237.6826, 绝对角度: 318.6973, 绝对半径差值: 0.0373, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3188 点 - 坐标: [178.8286, 156.5672], 绝对半径: 237.6825, 绝对角度: 318.7974, 绝对半径差值: 0.0372, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3189 点 - 坐标: [179.1018, 156.2545], 绝对半径: 237.6824, 绝对角度: 318.8974, 绝对半径差值: 0.0371, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3190 点 - 坐标: [179.3744, 155.9413], 绝对半径: 237.6823, 绝对角度: 318.9975, 绝对半径差值: 0.0370, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3191 点 - 坐标: [179.6464, 155.6277], 绝对半径: 237.6822, 绝对角度: 319.0976, 绝对半径差值: 0.0369, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3192 点 - 坐标: [179.9179, 155.3136], 绝对半径: 237.6821, 绝对角度: 319.1977, 绝对半径差值: 0.0368, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3193 点 - 坐标: [180.1889, 154.9990], 绝对半径: 237.6820, 绝对角度: 319.2978, 绝对半径差值: 0.0367, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3194 点 - 坐标: [180.4593, 154.6840], 绝对半径: 237.6819, 绝对角度: 319.3979, 绝对半径差值: 0.0366, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3195 点 - 坐标: [180.7292, 154.3684], 绝对半径: 237.6818, 绝对角度: 319.4980, 绝对半径差值: 0.0365, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3196 点 - 坐标: [180.9985, 154.0524], 绝对半径: 237.6817, 绝对角度: 319.5980, 绝对半径差值: 0.0364, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3197 点 - 坐标: [181.2672, 153.7360], 绝对半径: 237.6816, 绝对角度: 319.6981, 绝对半径差值: 0.0363, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3198 点 - 坐标: [181.5354, 153.4190], 绝对半径: 237.6815, 绝对角度: 319.7982, 绝对半径差值: 0.0362, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3199 点 - 坐标: [181.8031, 153.1016], 绝对半径: 237.6814, 绝对角度: 319.8983, 绝对半径差值: 0.0361, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3200 点 - 坐标: [182.0702, 152.7838], 绝对半径: 237.6813, 绝对角度: 319.9984, 绝对半径差值: 0.0360, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3201 点 - 坐标: [182.3367, 152.4654], 绝对半径: 237.6812, 绝对角度: 320.0985, 绝对半径差值: 0.0360, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3202 点 - 坐标: [182.6027, 152.1466], 绝对半径: 237.6812, 绝对角度: 320.1986, 绝对半径差值: 0.0359, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3203 点 - 坐标: [182.8681, 151.8273], 绝对半径: 237.6811, 绝对角度: 320.2986, 绝对半径差值: 0.0358, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3204 点 - 坐标: [183.1330, 151.5076], 绝对半径: 237.6810, 绝对角度: 320.3987, 绝对半径差值: 0.0357, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3205 点 - 坐标: [183.3973, 151.1874], 绝对半径: 237.6809, 绝对角度: 320.4988, 绝对半径差值: 0.0356, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3206 点 - 坐标: [183.6610, 150.8668], 绝对半径: 237.6808, 绝对角度: 320.5989, 绝对半径差值: 0.0355, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3207 点 - 坐标: [183.9242, 150.5457], 绝对半径: 237.6807, 绝对角度: 320.6990, 绝对半径差值: 0.0354, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3208 点 - 坐标: [184.1868, 150.2241], 绝对半径: 237.6806, 绝对角度: 320.7991, 绝对半径差值: 0.0353, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3209 点 - 坐标: [184.4489, 149.9021], 绝对半径: 237.6805, 绝对角度: 320.8992, 绝对半径差值: 0.0352, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3210 点 - 坐标: [184.7104, 149.5796], 绝对半径: 237.6804, 绝对角度: 320.9992, 绝对半径差值: 0.0351, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3211 点 - 坐标: [184.9713, 149.2566], 绝对半径: 237.6803, 绝对角度: 321.0993, 绝对半径差值: 0.0350, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3212 点 - 坐标: [185.2317, 148.9332], 绝对半径: 237.6802, 绝对角度: 321.1994, 绝对半径差值: 0.0349, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3213 点 - 坐标: [185.4915, 148.6094], 绝对半径: 237.6801, 绝对角度: 321.2995, 绝对半径差值: 0.0348, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3214 点 - 坐标: [185.7507, 148.2851], 绝对半径: 237.6800, 绝对角度: 321.3996, 绝对半径差值: 0.0347, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3215 点 - 坐标: [186.0094, 147.9603], 绝对半径: 237.6799, 绝对角度: 321.4997, 绝对半径差值: 0.0346, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3216 点 - 坐标: [186.2675, 147.6351], 绝对半径: 237.6798, 绝对角度: 321.5998, 绝对半径差值: 0.0345, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3217 点 - 坐标: [186.5250, 147.3094], 绝对半径: 237.6797, 绝对角度: 321.6998, 绝对半径差值: 0.0344, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3218 点 - 坐标: [186.7820, 146.9833], 绝对半径: 237.6796, 绝对角度: 321.7999, 绝对半径差值: 0.0343, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3219 点 - 坐标: [187.0384, 146.6568], 绝对半径: 237.6795, 绝对角度: 321.9000, 绝对半径差值: 0.0343, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3220 点 - 坐标: [187.2942, 146.3297], 绝对半径: 237.6794, 绝对角度: 322.0001, 绝对半径差值: 0.0342, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3221 点 - 坐标: [187.5495, 146.0023], 绝对半径: 237.6794, 绝对角度: 322.1002, 绝对半径差值: 0.0341, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3222 点 - 坐标: [187.8042, 145.6744], 绝对半径: 237.6793, 绝对角度: 322.2003, 绝对半径差值: 0.0340, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3223 点 - 坐标: [188.0583, 145.3460], 绝对半径: 237.6792, 绝对角度: 322.3004, 绝对半径差值: 0.0339, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3224 点 - 坐标: [188.3118, 145.0173], 绝对半径: 237.6791, 绝对角度: 322.4004, 绝对半径差值: 0.0338, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3225 点 - 坐标: [188.5648, 144.6880], 绝对半径: 237.6790, 绝对角度: 322.5005, 绝对半径差值: 0.0337, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3226 点 - 坐标: [188.8171, 144.3584], 绝对半径: 237.6789, 绝对角度: 322.6006, 绝对半径差值: 0.0336, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3227 点 - 坐标: [189.0690, 144.0282], 绝对半径: 237.6788, 绝对角度: 322.7007, 绝对半径差值: 0.0335, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3228 点 - 坐标: [189.3202, 143.6977], 绝对半径: 237.6787, 绝对角度: 322.8008, 绝对半径差值: 0.0334, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3229 点 - 坐标: [189.5708, 143.3667], 绝对半径: 237.6786, 绝对角度: 322.9009, 绝对半径差值: 0.0333, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3230 点 - 坐标: [189.8209, 143.0353], 绝对半径: 237.6785, 绝对角度: 323.0010, 绝对半径差值: 0.0332, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3231 点 - 坐标: [190.0704, 142.7034], 绝对半径: 237.6784, 绝对角度: 323.1011, 绝对半径差值: 0.0331, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3232 点 - 坐标: [190.3193, 142.3711], 绝对半径: 237.6783, 绝对角度: 323.2011, 绝对半径差值: 0.0330, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3233 点 - 坐标: [190.5677, 142.0384], 绝对半径: 237.6782, 绝对角度: 323.3012, 绝对半径差值: 0.0329, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3234 点 - 坐标: [190.8154, 141.7052], 绝对半径: 237.6781, 绝对角度: 323.4013, 绝对半径差值: 0.0328, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3235 点 - 坐标: [191.0626, 141.3716], 绝对半径: 237.6780, 绝对角度: 323.5014, 绝对半径差值: 0.0327, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3236 点 - 坐标: [191.3092, 141.0376], 绝对半径: 237.6779, 绝对角度: 323.6015, 绝对半径差值: 0.0326, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3237 点 - 坐标: [191.5552, 140.7031], 绝对半径: 237.6778, 绝对角度: 323.7016, 绝对半径差值: 0.0326, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3238 点 - 坐标: [191.8006, 140.3683], 绝对半径: 237.6777, 绝对角度: 323.8017, 绝对半径差值: 0.0325, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3239 点 - 坐标: [192.0454, 140.0329], 绝对半径: 237.6777, 绝对角度: 323.9018, 绝对半径差值: 0.0324, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3240 点 - 坐标: [192.2897, 139.6972], 绝对半径: 237.6776, 绝对角度: 324.0018, 绝对半径差值: 0.0323, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3241 点 - 坐标: [192.5333, 139.3610], 绝对半径: 237.6775, 绝对角度: 324.1019, 绝对半径差值: 0.0322, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3242 点 - 坐标: [192.7764, 139.0244], 绝对半径: 237.6774, 绝对角度: 324.2020, 绝对半径差值: 0.0321, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3243 点 - 坐标: [193.0189, 138.6874], 绝对半径: 237.6773, 绝对角度: 324.3021, 绝对半径差值: 0.0320, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3244 点 - 坐标: [193.2608, 138.3500], 绝对半径: 237.6772, 绝对角度: 324.4022, 绝对半径差值: 0.0319, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3245 点 - 坐标: [193.5021, 138.0121], 绝对半径: 237.6771, 绝对角度: 324.5023, 绝对半径差值: 0.0318, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3246 点 - 坐标: [193.7428, 137.6738], 绝对半径: 237.6770, 绝对角度: 324.6024, 绝对半径差值: 0.0317, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3247 点 - 坐标: [193.9829, 137.3351], 绝对半径: 237.6769, 绝对角度: 324.7024, 绝对半径差值: 0.0316, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3248 点 - 坐标: [194.2225, 136.9960], 绝对半径: 237.6768, 绝对角度: 324.8025, 绝对半径差值: 0.0315, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3249 点 - 坐标: [194.4614, 136.6564], 绝对半径: 237.6767, 绝对角度: 324.9026, 绝对半径差值: 0.0314, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3250 点 - 坐标: [194.6997, 136.3165], 绝对半径: 237.6766, 绝对角度: 325.0027, 绝对半径差值: 0.0313, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3251 点 - 坐标: [194.9375, 135.9761], 绝对半径: 237.6765, 绝对角度: 325.1028, 绝对半径差值: 0.0312, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3252 点 - 坐标: [195.1746, 135.6353], 绝对半径: 237.6764, 绝对角度: 325.2029, 绝对半径差值: 0.0311, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3253 点 - 坐标: [195.4112, 135.2941], 绝对半径: 237.6763, 绝对角度: 325.3030, 绝对半径差值: 0.0310, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3254 点 - 坐标: [195.6472, 134.9525], 绝对半径: 237.6762, 绝对角度: 325.4031, 绝对半径差值: 0.0309, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3255 点 - 坐标: [195.8825, 134.6105], 绝对半径: 237.6761, 绝对角度: 325.5032, 绝对半径差值: 0.0308, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3256 点 - 坐标: [196.1173, 134.2680], 绝对半径: 237.6760, 绝对角度: 325.6032, 绝对半径差值: 0.0308, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3257 点 - 坐标: [196.3515, 133.9252], 绝对半径: 237.6760, 绝对角度: 325.7033, 绝对半径差值: 0.0307, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3258 点 - 坐标: [196.5850, 133.5819], 绝对半径: 237.6759, 绝对角度: 325.8034, 绝对半径差值: 0.0306, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3259 点 - 坐标: [196.8180, 133.2383], 绝对半径: 237.6758, 绝对角度: 325.9035, 绝对半径差值: 0.0305, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3260 点 - 坐标: [197.0504, 132.8942], 绝对半径: 237.6757, 绝对角度: 326.0036, 绝对半径差值: 0.0304, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3261 点 - 坐标: [197.2822, 132.5497], 绝对半径: 237.6756, 绝对角度: 326.1037, 绝对半径差值: 0.0303, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3262 点 - 坐标: [197.5133, 132.2048], 绝对半径: 237.6755, 绝对角度: 326.2038, 绝对半径差值: 0.0302, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3263 点 - 坐标: [197.7439, 131.8596], 绝对半径: 237.6754, 绝对角度: 326.3039, 绝对半径差值: 0.0301, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3264 点 - 坐标: [197.9738, 131.5139], 绝对半径: 237.6753, 绝对角度: 326.4039, 绝对半径差值: 0.0300, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3265 点 - 坐标: [198.2032, 131.1678], 绝对半径: 237.6752, 绝对角度: 326.5040, 绝对半径差值: 0.0299, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3266 点 - 坐标: [198.4320, 130.8213], 绝对半径: 237.6751, 绝对角度: 326.6041, 绝对半径差值: 0.0298, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3267 点 - 坐标: [198.6601, 130.4744], 绝对半径: 237.6750, 绝对角度: 326.7042, 绝对半径差值: 0.0297, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3268 点 - 坐标: [198.8876, 130.1271], 绝对半径: 237.6749, 绝对角度: 326.8043, 绝对半径差值: 0.0296, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3269 点 - 坐标: [199.1146, 129.7795], 绝对半径: 237.6748, 绝对角度: 326.9044, 绝对半径差值: 0.0295, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3270 点 - 坐标: [199.3409, 129.4314], 绝对半径: 237.6747, 绝对角度: 327.0045, 绝对半径差值: 0.0294, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3271 点 - 坐标: [199.5666, 129.0829], 绝对半径: 237.6746, 绝对角度: 327.1046, 绝对半径差值: 0.0293, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3272 点 - 坐标: [199.7917, 128.7340], 绝对半径: 237.6745, 绝对角度: 327.2046, 绝对半径差值: 0.0292, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3273 点 - 坐标: [200.0162, 128.3848], 绝对半径: 237.6744, 绝对角度: 327.3047, 绝对半径差值: 0.0291, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3274 点 - 坐标: [200.2401, 128.0351], 绝对半径: 237.6743, 绝对角度: 327.4048, 绝对半径差值: 0.0291, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3275 点 - 坐标: [200.4634, 127.6851], 绝对半径: 237.6743, 绝对角度: 327.5049, 绝对半径差值: 0.0290, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3276 点 - 坐标: [200.6860, 127.3347], 绝对半径: 237.6742, 绝对角度: 327.6050, 绝对半径差值: 0.0289, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3277 点 - 坐标: [200.9081, 126.9838], 绝对半径: 237.6741, 绝对角度: 327.7051, 绝对半径差值: 0.0288, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3278 点 - 坐标: [201.1295, 126.6326], 绝对半径: 237.6740, 绝对角度: 327.8052, 绝对半径差值: 0.0287, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3279 点 - 坐标: [201.3504, 126.2810], 绝对半径: 237.6739, 绝对角度: 327.9053, 绝对半径差值: 0.0286, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3280 点 - 坐标: [201.5706, 125.9291], 绝对半径: 237.6738, 绝对角度: 328.0054, 绝对半径差值: 0.0285, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3281 点 - 坐标: [201.7902, 125.5767], 绝对半径: 237.6737, 绝对角度: 328.1054, 绝对半径差值: 0.0284, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3282 点 - 坐标: [202.0091, 125.2240], 绝对半径: 237.6736, 绝对角度: 328.2055, 绝对半径差值: 0.0283, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3283 点 - 坐标: [202.2275, 124.8708], 绝对半径: 237.6735, 绝对角度: 328.3056, 绝对半径差值: 0.0282, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3284 点 - 坐标: [202.4452, 124.5173], 绝对半径: 237.6734, 绝对角度: 328.4057, 绝对半径差值: 0.0281, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3285 点 - 坐标: [202.6624, 124.1634], 绝对半径: 237.6733, 绝对角度: 328.5058, 绝对半径差值: 0.0280, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3286 点 - 坐标: [202.8789, 123.8092], 绝对半径: 237.6732, 绝对角度: 328.6059, 绝对半径差值: 0.0279, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3287 点 - 坐标: [203.0948, 123.4545], 绝对半径: 237.6731, 绝对角度: 328.7060, 绝对半径差值: 0.0278, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3288 点 - 坐标: [203.3100, 123.0995], 绝对半径: 237.6730, 绝对角度: 328.8061, 绝对半径差值: 0.0277, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3289 点 - 坐标: [203.5247, 122.7441], 绝对半径: 237.6729, 绝对角度: 328.9062, 绝对半径差值: 0.0276, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3290 点 - 坐标: [203.7387, 122.3883], 绝对半径: 237.6728, 绝对角度: 329.0062, 绝对半径差值: 0.0275, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3291 点 - 坐标: [203.9521, 122.0322], 绝对半径: 237.6727, 绝对角度: 329.1063, 绝对半径差值: 0.0274, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3292 点 - 坐标: [204.1649, 121.6757], 绝对半径: 237.6726, 绝对角度: 329.2064, 绝对半径差值: 0.0274, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3293 点 - 坐标: [204.3771, 121.3188], 绝对半径: 237.6725, 绝对角度: 329.3065, 绝对半径差值: 0.0273, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3294 点 - 坐标: [204.5886, 120.9615], 绝对半径: 237.6725, 绝对角度: 329.4066, 绝对半径差值: 0.0272, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3295 点 - 坐标: [204.7995, 120.6039], 绝对半径: 237.6724, 绝对角度: 329.5067, 绝对半径差值: 0.0271, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3296 点 - 坐标: [205.0098, 120.2459], 绝对半径: 237.6723, 绝对角度: 329.6068, 绝对半径差值: 0.0270, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3297 点 - 坐标: [205.2195, 119.8876], 绝对半径: 237.6722, 绝对角度: 329.7069, 绝对半径差值: 0.0269, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3298 点 - 坐标: [205.4285, 119.5288], 绝对半径: 237.6721, 绝对角度: 329.8070, 绝对半径差值: 0.0268, 增量半径差值: -0.0001, 增量角度差值: 0.1001
第 3299 点 - 坐标: [205.6369, 119.1697], 绝对半径: 237.6720, 绝对角度: 329.9070, 绝对半径差值: 0.0267, 增量半径差值: -0.0001, 增量角度差值: 0.1001
